,source,author,title,description,url,urlToImage,publishedAt,content
0,"{'id': 'financial-times', 'name': 'Financial Times'}",,Is it game over for the console?,Subscription model entices tech firms to spend big money on cloud gaming platforms,https://www.ft.com/content/ed5aba41-c174-4b1f-8f14-8637f2da0af0,https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F2dfb4e46-56a9-4a46-b980-6ad959e057be.jpg?source=next-opengraph&fit=scale-down&width=900,2020-09-26T17:52:32.2581463Z,"The smartphone killed off the camera, streaming services killed the video store and cloud gaming now threatens the existence of the video game console.
The ability to play games across multiple devi… [+4330 chars]"
1,"{'id': 'financial-times', 'name': 'Financial Times'}",,"Now is a time of bubble companies, not of market bubbles","Since time immemorial cash shell listing booms have heralded fraud and collapse, but not today",https://www.ft.com/content/19f6ba3b-2995-4ddb-9d07-6a29d84a485c,https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fb8278960-355f-4ea9-bb02-1916ee90bc78.jpg?source=next-opengraph&fit=scale-down&width=900,2020-09-26T17:52:30.8522462Z,"The writer is editor-in-chief of MoneyWeek
Anyone with an entrepreneurial bone in his body in 1720 Britain had his own cash shell company. Charles Mackay, in his classic history Extraordinary Popula… [+5069 chars]"
2,"{'id': 'financial-times', 'name': 'Financial Times'}",,How to start a restaurant during a pandemic,"Francie — due to open in May, then July, then August, now November — shows the ups and downs in beginning a business right now",https://www.ft.com/content/062e2ac9-e372-446a-816a-4ac2a7db10dd,https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F59a7e59f-40e7-4da2-8ae9-90f4e95b12fc.jpg?source=next-opengraph&fit=scale-down&width=900,2020-09-26T17:52:29.5244532Z,"Clad in blue jeans and a monogrammed dress shirt, John Winterman exuded the calm of a seasoned maître d’ as he stood in a whirl of chaos.
Saws were buzzing and hammers thumping all around him as wor… [+14548 chars]"
3,"{'id': 'financial-times', 'name': 'Financial Times'}",,US oil groups grow less fearful of a Biden presidency,Industry’s preference in November’s election has become less clear cut,https://www.ft.com/content/22aea330-7614-487e-b282-b41438746249,https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Facb4e6ba-361e-4080-955e-3abafe7585f1.jpg?source=next-opengraph&fit=scale-down&width=900,2020-09-26T17:52:27.8842348Z,"Joe Biden’s election as president would dash the US oil industry’s hopes for a swift recovery from this year’s crash, with new drilling limits cutting production and leaving the country more reliant … [+5202 chars]"
4,"{'id': 'financial-times', 'name': 'Financial Times'}",,Brexit lessons as Swiss vote on future Brussels relations,‘Yes’ win in referendum on ending free movement would scupper EU ‘framework agreement’,https://www.ft.com/content/eb22b826-1e37-4b98-96bf-561994eb1ee8,https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F1b6340bb-dd8f-4323-b109-831b68d78a62.jpg?source=next-opengraph&fit=scale-down&width=900,2020-09-26T17:52:26.2127762Z,"Years of higher than expected immigration, a strained relationship with Brussels and an impending referendum to take back control of borders.
On Sunday, the Swiss will go to the polls to vote on an … [+5773 chars]"
5,"{'id': 'financial-times', 'name': 'Financial Times'}",,Donald Trump set to nominate Amy Coney Barrett to US Supreme Court,Federal appeals court judge would cement a conservative majority on the bench,https://www.ft.com/content/19d08c2e-7130-4147-a8b9-a6763bb92777,https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fe1e4f795-7d9c-4def-976a-08f1f6e557fc.jpg?source=next-opengraph&fit=scale-down&width=900,2020-09-26T17:52:24.3694837Z,"Donald Trump is expected to nominate Amy Coney Barrett to the US Supreme Court, according to media reports, in a move that would decisively shift the country’s highest bench in a conservative directi… [+3660 chars]"
6,"{'id': 'buzzfeed', 'name': 'Buzzfeed'}","[{""@type"":""Person"",""name"":""foxofthemoon"",""url"":""https://www.buzzfeed.com/foxofthemoon"",""jobTitle"":""Community Contributor""}]",Choose Some Of Your Favorite Fall Things And We'll Give You A Fake College Roommate,"""And they were roommates!""",https://www.buzzfeed.com/foxofthemoon/complete-the-most-stereotypical-fall-quiz-and-wel-evzv1csvj3,"https://img.buzzfeed.com/buzzfeed-static/static/2020-09/23/19/enhanced/49f653424ccb/original-22488-1600887632-20.jpg?crop=1249:654;1,34%26downsize=1250:*",2020-09-26T17:52:23.0729318Z,Sign up to the BuzzFeed Quizzes Newsletter - Binge on the latest quizzes delivered right to your inbox with the Quizzes newsletter!
7,"{'id': 'financial-times', 'name': 'Financial Times'}",,China’s biggest chipmaker hit by US sanctions,Move against SMIC further hurts chip sector after penalties on Huawei,https://www.ft.com/content/7325dcea-e327-4054-9b24-7a12a6a2cac6,https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F9518c5b5-c4e8-42fb-9cc3-aa201e4b987c.jpg?source=next-opengraph&fit=scale-down&width=900,2020-09-26T17:52:22.7605101Z,"The US government has sanctioned China’s biggest chipmaker, dealing further damage to the country’s semiconductor industry after cutting Huawei off from its chip suppliers.
On Friday, the US Departm… [+4086 chars]"
8,"{'id': 'hacker-news', 'name': 'Hacker News'}",,How to properly manage ssh keys for server access :: Päpper's Coding Blog — Have fun coding.,"Every developer needs access to some servers for example to check the application logs.
Usually, this is done using public-private key encryption where each developer generates their own public-private key pair. The public keys of each developer are added to …",https://www.paepper.com/blog/posts/how-to-properly-manage-ssh-keys-for-server-access/,https://www.paepper.com/blog/posts/how-to-properly-manage-ssh-keys-for-server-access/ssh-key-management.png,2020-09-26T17:52:19.8081199Z,"Every developer needs access to some servers for example to check the application logs.
Usually, this is done using public-private key encryption where each developer generates their own public-priv… [+8702 chars]"
9,"{'id': 'the-hindu', 'name': 'The Hindu'}",VIKAS VAUDEVA,"Shiromani Akali Dal, BJP’s oldest ally, leaves NDA over farm Bills",SAD president Sukhbir Singh Badal said the decision was unanimously taken at the party’s core committee meeting in Chandigarh.,https://www.thehindu.com/news/national/shiromani-akali-dal-bjps-oldest-ally-leaves-nda-over-farm-bills/article32704939.ece,https://www.thehindu.com/news/national/9ejtnk/article32704938.ece/ALTERNATES/LANDSCAPE_615/SUKHBIR,2020-09-26T17:44:33Z,"BJPs oldest alliance partner, the Shiromani Akali Dal, has decided to break away from the National Democratic Alliance coalition, amid the ongoing controversy over the agriculture sector bills
SAD p… [+2455 chars]"
10,"{'id': 'news24', 'name': 'News24'}",,Auschwitz memorial director offers to share Nigerian boy's blasphemy jail term,The head of Poland's Auschwitz Memorial has written to Nigeria's president offering to serve part of a 10-year jail term handed to a 13-year-old boy for blasphemy.,https://www.news24.com/news24/world/news/auschwitz-memorial-director-offers-to-share-nigerian-boys-blasphemy-jail-term-20200926,https://cdn.24.co.za/files/Cms/General/d/10449/b1b5d824df3648cc970444396d1623dd.jpg,2020-09-26T17:41:07+00:00,<ul><li>Omar Farouq was accused of making blasphemous statements during an argument and sentenced to ten years in jail</li><li>Piotr Cywinski said he and 119 other volunteers would take on the boy's … [+1771 chars]
11,"{'id': 'cbs-news', 'name': 'CBS News'}",CBS News,Trump set to announce Supreme Court nominee,"With just 38 days left until the November election, President Trump will announce his choice to succeed late Justice Ruth Bader Ginsburg on the Supreme Court. CBS News correspondent Nikole Killion joined CBSN to discuss how the White House is already taking t…",https://www.cbsnews.com/video/trump-set-to-announce-supreme-court-nominee/,https://cbsnews2.cbsistatic.com/hub/i/r/2020/09/26/388e53f4-a2ef-450f-a70d-35c32bd38dff/thumbnail/1200x630/89964d49aa26af53af3ed0a3617f0d7e/cbsn-fusion-white-house-initiates-next-step-in-potential-nomination-of-amy-coney-barrett-thumbnail-554835-640x360.jpg,2020-09-26T17:38:02+00:00,"Watch CBSN Live
Copyright © 2020 CBS Interactive Inc. All rights reserved."
12,"{'id': 'espn', 'name': 'ESPN'}",Emily KaplanESPN ,Tampa Bay Lightning's Steven Stamkos out for possible Stanley Cup clinching Game 5,"The Tampa Bay Lightning have a chance to clinch the Stanley Cup on Saturday night, but they'll have to do it without their captain, Steven Stamkos.",http://espn.go.com/nhl/story/_/id/29977425/tampa-bay-lightning-steven-stamkos-possible-stanley-cup-clinching-game-5,https://a.espncdn.com/combiner/i?img=%2Fphoto%2F2020%2F0924%2Fr750322_1296x729_16%2D9.jpg,2020-09-26T17:38:00Z,"The Tampa Bay Lightning have a chance to clinch the Stanley Cup on Saturday night, but they'll have to do it without their captain, Steven Stamkos.
The 30-year-old center will not play in Game 5, co… [+1059 chars]"
13,"{'id': 'ign', 'name': 'IGN'}",,20 Minutes of Monster Hunter Rise Longsword Gameplay | TGS 2020 - IGN,Take a look at 20 minutes of longsword gameplay with this Monster Hunter Rise video!,https://www.ign.com/videos/20-minutes-of-monster-hunter-rise-longsword-gameplay-tgs-2020,https://assets1.ignimgs.com/thumbs/userUploaded/2020/9/26/rise-2-blog-thumb-1601138205179.jpg?width=1280,2020-09-26T17:37:22.8279382Z,Did you enjoy this video?
14,"{'id': 'cbc-news', 'name': 'CBC News'}",CBC News,"Unsanctioned injection site opens in Lethbridge, home to highest rate of opioid overdose deaths in Alberta | CBC News","At sunset, a group of community volunteers and health-care professionals opened an unauthorized space in Lethbridge, Alta., in a tent for people with addictions to consume drugs.",http://www.cbc.ca/news/canada/calgary/lethbridge-supervised-injection-site-unsanctioned-1.5737627,https://i.cbc.ca/1.5740433.1601131473!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/site.jpg,2020-09-26T17:37:18.4540268Z,"They waited for the sun to go down before setting up a small tent that will serve as an unapproved and unauthorized space for people with addictions to consume drugs in downtown Lethbridge, Alta.
Th… [+5243 chars]"
15,"{'id': 'ign', 'name': 'IGN'}",,Tony Hawk's Pro Skater 1 + 2 - Warehouse Stunt Trailer - IGN,"Check out the trailer and watch Tony Hawk drop in and skate the iconic Warehouse. Tony Hawk's Pro Skater 1 + 2 is available now on PlayStation 4, Xbox One, and PC.",https://www.ign.com/videos/tony-hawks-pro-skater-1-2-warehouse-stunt-trailer,https://assets1.ignimgs.com/thumbs/userUploaded/2020/9/8/tonythumb-1599580662380.jpg?width=1280,2020-09-26T17:37:18.3290571Z,Did you enjoy this video?
16,"{'id': 'bleacher-report', 'name': 'Bleacher Report'}",,Drake Stoops Catches for a 32-Yard Touchdown,Oklahoma QB Spencer Rattler is throwing 32-yd TD dimes on the run,http://bleacherreport.com/post/hero-lite-1/b023359e-6153-4348-92f5-2c2624481919,https://media.bleacherreport.com/image/upload/v1601139176/f2rf9kjl2jqjvjozab2r.png,2020-09-26T17:37:16.3764193Z,Oklahoma QB Spencer Rattler is throwing 32-yd TD dimes on the run
17,"{'id': 'buzzfeed', 'name': 'Buzzfeed'}","[{""@type"":""Person"",""name"":""Brian Galindo"",""url"":""https://www.buzzfeed.com/briangalindo"",""jobTitle"":""BuzzFeed Staff""},{""@type"":""Person"",""name"":""Matt Stopera"",""url"":""https://www.buzzfeed.com/mjs538"",""jobTitle"":""BuzzFeed Staff""}]","32 ""Facts"" That Everyone Between The Ages Of 28 And 35 Know To Be True",Josie and the Pussycats is one of the greatest movies ever made and you can't tell us otherwise!,https://www.buzzfeed.com/briangalindo/facts-only-millennials-will-totally-agree-on,"https://img.buzzfeed.com/buzzfeed-static/static/2020-09/17/1/enhanced/7f93f941377c/original-11782-1600307322-2.jpg?crop=1250:654;0,0%26downsize=1250:*",2020-09-26T17:37:15.9858907Z,Josie and the Pussycats is one of the greatest movies ever made and you can't tell us otherwise!
18,"{'id': 'next-big-future', 'name': 'Next Big Future'}",Brian Wang,batteries,,https://www.nextbigfuture.com/tag/batteries,,2020-09-26T17:37:15.517258Z,"batteries
Quantumscape is a solid-state battery company that has funding from Volkswagen and Bill Gates. Quantumscape plans to go public with a SPAC deal before the end of the year. The deal should … [+2166 chars]"
19,"{'id': 'bleacher-report', 'name': 'Bleacher Report'}",,A.J. Finley Gets Rewarded the Money Bag After an INT,Ole Miss getting money.,http://bleacherreport.com/post/hero-lite-1/4a837a81-4f82-4baf-86fd-d6a6ade740fc,https://img.bleacherreport.net/cms/media/image/4e/5f/c4/c8/801c/4072/b440/0cb9c03b2e63/crop_exact_gettyimages-1177129074-612x612.jpg?h=230&q=90&w=408,2020-09-26T17:37:14.3769159Z,"Copyright © 2020 Bleacher Report, Inc. Turner Broadcasting System, Inc.
 All Rights Reserved.
 BleacherReport.com is part of Bleacher Report Turner Sports Network, part of the Turner Sports and Ent… [+201 chars]"
20,"{'id': 'hacker-news', 'name': 'Hacker News'}",,Landemy,Futuristic sounds for work,https://landemy.netlify.app/,https://landemy.netlify.app/slideshow/img/tw.jpg,2020-09-26T17:37:14.0488725Z,
21,"{'id': 'next-big-future', 'name': 'Next Big Future'}",Brian Wang,Quantumscape Plans 1 Gigawatt Hour Battery Plant in 2024,Quantumscape is a solid-state battery company that has funding from Volkswagen and Bill Gates. Quantumscape pl,https://www.nextbigfuture.com/2020/09/quantumscape-plans-1-gigawatt-hour-battery-plant-in-2024.html,https://www.nextbigfuture.com/wp-content/uploads/2020/09/Screen-Shot-2020-09-26-at-9.17.18-AM-1024x572.jpg,2020-09-26T17:34:19Z,Quantumscape is a solid-state battery company that has funding from Volkswagen and Bill Gates. Quantumscape plans to go public with a SPAC deal before the end of the year. The deal should result in a… [+2764 chars]
22,"{'id': 'the-hill', 'name': 'The Hill'}",Celine Castronuovo,Barrett reportedly flying to DC as Trump prepares to name court pick | TheHill,"Judge Amy Coney Barrett is allegedly on her way to Washington, D.C., Bloomberg reported Saturday, a day after sources confirmed to The Hill that President Trump would nominate the conservative judge to replace the late Justice Ruth Bader Ginsburg on the Supre…",http://thehill.com/homenews/administration/518427-barrett-reportedly-flying-to-washington-dc-as-trump-prepares-to-name,https://thehill.com/sites/default/files/barrettamyconey_070518youtube.png,2020-09-26T17:29:20Z,"Judge Amy Coney Barrett is allegedly on her way to Washington, D.C., Bloomberg reported Saturday, a day after sources confirmed to The Hill that President TrumpDonald John TrumpFederal prosecutor spe… [+1971 chars]"
23,"{'id': 'news24', 'name': 'News24'}",,WATCH | Theewaterskloof Dam near full - Western Cape's water and sanitation dept,"A video appears to show the Theewaterskloof Dam outside Franschhoek overflowing, which has caused people to believe the dam is spilling.",https://www.news24.com/news24/SouthAfrica/News/watch-theewaterskloof-dam-near-full-western-capes-water-and-sanitation-dept-20200926,https://cdn.24.co.za/files/Cms/General/d/10448/b01c431a5fb04c8f88a46795704111a1.jpg,2020-09-26T17:24:15+00:00,"A video appears to show the Theewaterskloof Dam outside Franschhoek overflowing, which has caused people to believe the dam is spilling.
""This is a present position over the last few weeks, where wi… [+697 chars]"
24,"{'id': 'cnn', 'name': 'CNN'}",,Who is Amy Coney Barrett? A closer look at her family and religion - CNN Video,"Judge Amy Coney Barrett, a federal appellate judge and Notre Dame law professor, is a proven conservative with a compelling personal story who has long been atop President Donald Trump's Supreme Court short list.",http://us.cnn.com/videos/politics/2020/09/26/amy-coney-barrett-family-children-religion-profile-schneider-nr-pkf-vpx.cnn,https://cdn.cnn.com/cnnnext/dam/assets/200925111012-03-amy-coney-barrett-super-tease.jpg,2020-09-26T17:22:21.3039416Z,
25,"{'id': 'the-verge', 'name': 'The Verge'}",Kim Lyons,US tightens trade restrictions on Chinese chipmaker SMIC,"The US Commerce Department has added China’s largest chipmaker, Semiconductor Manufacturing International Corporation (SMIC), to its entity list, after it determined there an “unacceptable risk” that equipment SMIC received could be used for military purposes.",https://www.theverge.com/2020/9/26/21457350/us-tightens-trade-restrictions-china-chipmaker-smic,https://cdn.vox-cdn.com/thumbor/nMu32hOmEMBEexVd-Wh7rIx6Nzc=/0x146:2040x1214/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/9281305/acastro_170629_1777_0008_v2.jpg,2020-09-26T17:16:23Z,"The new rule requires US firms to get a license before importing products to the company
Illustration by Alex Castro / The Verge
The US Commerce Department has added Chinas largest chipmaker, Semic… [+1170 chars]"
26,"{'id': 'the-hindu', 'name': 'The Hindu'}",PTI,Mamata Banerjee asks West Bengal Governor to refrain from ‘surpassing CM’ and summoning officials,West Bengal CM condemns Governor’s move to summon the State Police Chief over the law and order situation in the State.,https://www.thehindu.com/news/national/other-states/mamata-banerjee-asks-west-bengal-governor-to-refrain-from-surpassing-cm-and-summoning-officials/article32704659.ece,https://www.thehindu.com/news/national/dykvgy/article32672827.ece/ALTERNATES/LANDSCAPE_615/MAMATABANERJEE,2020-09-26T17:11:38Z,"West Bengal Chief Minister Mamata Banerjee on Saturday wrote to Governor Jagdeep Dhankhar and said he should remain within the mandate of the Constitution, expressing anguish over his letter to the S… [+1794 chars]"
27,"{'id': 'bbc-sport', 'name': 'BBC Sport'}",BBC Sport,Lammonby century gives Somerset chance,Somerset opener Tom Lammonby scores a sparkling 116 against Essex as the Bob Willis Trophy final is set for a close finish.,http://www.bbc.co.uk/sport/cricket/54308107,https://ichef.bbci.co.uk/live-experience/cps/624/cpsprodpb/3643/production/_114619831_lammonby_ton_getty.jpg,2020-09-26T17:07:42.6536121Z,"Tom Lammonby has scored three centuries in his past three first-class matches
<table>
<tr><td>Bob Willis Trophy final, Lord's (day four)</td></tr><tr><td>Somerset 301: Byrom 117; S Cook 5-76 &amp; … [+685 chars]"
28,"{'id': 'bbc-sport', 'name': 'BBC Sport'}",BBC Sport,Exeter beat Toulouse to make landmark final,"Exeter grind down free-running, fast-starting Toulouse to make the Champions Cup final for the first time in the club's history.",http://www.bbc.co.uk/sport/rugby-union/54311107,https://ichef.bbci.co.uk/live-experience/cps/624/cpsprodpb/CC74/production/_114604325_skinner_getty.jpg,2020-09-26T17:07:29.7505722Z,"<table><tr><th>Heineken Champions Cup semi-final</th></tr>
<tr><td>Exeter (14) 28</td></tr><tr><td>Tries: Williams (2), S.Simmonds, J.Simmonds Cons: J. Simmonds (4) </td></tr><tr><td>Toulouse (11) 1… [+579 chars]"
29,"{'id': 'fox-news', 'name': 'Fox News'}",Fox News,Rihanna rips Kentucky AG Daniel Cameron over Breonna Taylor indictment: 'Let this sink into your hollow skull',"Rihanna is the latest celebrity to speak out against Kentucky Attorney General Daniel Cameron, who earlier this week warned the public against listening to celebrity's comments on the Breonna Taylor shooting indictment.",https://www.foxnews.com/entertainment/rihanna-kentucky-ag-daniel-cameron-breonna-taylor-indictment,https://static.foxnews.com/foxnews.com/content/uploads/2020/09/rihanna-cameron-getty-ap.jpg,2020-09-26T17:07:28.8914107Z,"Rihanna is the latest celebrity to speak out against Kentucky Attorney General Daniel Cameron, who earlier this week warned the public against listening to celebrity's comments on the Breonna Taylor … [+3628 chars]"
30,"{'id': 'fox-news', 'name': 'Fox News'}",Fox News,Herschel Walker accuses Democrats of denouncing violence 'yet you don't really mean it',"Democratic political leaders have given token statements denouncing violence and rioting in cities across America, but have failed to take meaningful action, former NFL running back Herschel Walker told ""The Story"" Friday night.",https://www.foxnews.com/us/herschel-walker-democrats-dont-mean-violence-denouncing,https://static.foxnews.com/foxnews.com/content/uploads/2020/09/image-2020-09-25T202211.037.jpg,2020-09-26T17:07:22.5336176Z,"Democratic political leaders have given token statements denouncing violence and rioting in cities across America, but have failed to take meaningful action, former NFL running back Herschel Walker t… [+1536 chars]"
31,"{'id': 'fox-news', 'name': 'Fox News'}",Fox News,Where has Amy Coney Barrett stood on important cases?,Here are a handful of the notable stances Barrett has taken that might indicate the effect she could have on the Supreme Court's jurisprudence.,https://www.foxnews.com/politics/amy-coney-barrett-case-rulings,https://cf-images.us-east-1.prod.boltdns.net/v1/static/694940094001/ada4a95b-dd15-42ca-9d91-87f352074279/0a6519c5-0d26-4bf0-be35-78fc29b63caa/1280x720/match/image.jpg,2020-09-26T17:07:20.6122201Z,"Amy Coney Barrett, a judge on the U.S. Court of Appeals of the 7th Circuit, is reportedly one of the top contenders for President Trump's nomination to the seat vacated by the death of late Supreme C… [+15180 chars]"
32,"{'id': 'buzzfeed', 'name': 'Buzzfeed'}","[{""@type"":""Person"",""name"":""Melissa Jameson"",""url"":""https://www.buzzfeed.com/melissaharrison"",""jobTitle"":""BuzzFeed Staff""}]","18 Cooking Hacks That'll Make You Say, ""How Come Nobody Told Me This Earlier?""",These are seriously smart.,https://www.buzzfeed.com/melissaharrison/smart-cooking-hacks,"https://img.buzzfeed.com/buzzfeed-static/static/2020-09/21/18/enhanced/0d00c66f0935/original-19054-1600713809-67.jpg?crop=1581:830;0,0%26downsize=1250:*",2020-09-26T17:07:20.237315Z,
33,"{'id': 'hacker-news', 'name': 'Hacker News'}",,About working with Bitmovin - Bitmovin,Bitmovin is providing products that solve complex video problems for leading media companies worldwide – …,https://bitmovin.com/careers-legacy/4334773002/?gh_jid=4334773002,https://bitmovin.com/wp-content/uploads/2019/05/Career-Featured-Image.png,2020-09-26T17:07:19.1282144Z,"Bitmovin Inc41 Drumm StreetSan Francisco | CA 94111 | USA 1-833-248-6686
Schleppe Platz 7 | 9020 Klagenfurt Austria | Europe+43 463-203-014Contact Us"
34,"{'id': 'the-irish-times', 'name': 'The Irish Times'}",The Irish Times,Man in his 70s dies after being hit by van in Co Cork,Pedestrian who was hit in car park of sports ground was pronounced dead at scene,https://www.irishtimes.com/							/news/ireland/irish-news/man-in-his-70s-dies-after-being-hit-by-van-in-co-cork-1.4365623	,https://www.irishtimes.com/polopoly_fs/1.4365622.1601139894!/image/image.jpg,2020-09-26T17:05:01Z,"A man in his 70s has died after being hit by a van in Douglas, Co Cork.
The incident occurred in a car park of a sports ground in Donnybrook in Douglas at about 3.30pm.
The pedestrian was fatally i… [+394 chars]"
35,"{'id': 'google-news-in', 'name': 'Google News (India)'}",,Punjab's Akali Dal Quits BJP-Led Alliance Over Controversial Farm Bills,"The Shiromani Akali Dal, the oldest ally of the BJP, on Saturday said it was quitting the ruling party's National Democratic Alliance (NDA) after sharp differences over the three controversial farm sector bills adopted earlier this month.",https://www.ndtv.com/india-news/akali-dal-quits-bjp-led-national-democratic-alliance-over-controversial-farm-bills-2301550,https://c.ndtvimg.com/2020-09/kq4pvin_sukhbir-singh-badal_650x400_26_September_20.jpg,2020-09-26T17:02:51+00:00,"The Akali Dal said they quit the alliance over the controversial Farm Bills (File)
New Delhi: The Shiromani Akali Dal, the oldest ally of the BJP, on Saturday said it was quitting the ruling party's… [+2350 chars]"
36,"{'id': 'the-hill', 'name': 'The Hill'}",Jordain Carney,Supreme Court fight pushes Senate toward brink | TheHill,"The burgeoning fight to fill Justice Ruth Bader Ginsburg's Supreme Court seat is pouring fuel onto already simmering tensions in the Senate, and threatening to fundamentally reshape the institution.",http://thehill.com/homenews/senate/518379-supreme-court-fight-pushes-senate-toward-brink,https://thehill.com/sites/default/files/schumercharles_mcconnellmitch_092120gn_lead.jpg,2020-09-26T17:02:27Z,The burgeoning fight to fill Justice Ruth Bader GinsburgRuth Bader GinsburgProgressive group buys domain name of Trump's No. 1 Supreme Court pick Democratic senator to party: 'A little message discip… [+11073 chars]
37,"{'id': 'rte', 'name': 'RTE'}",Paschal Sheehy,"Man dies following collision in Douglas, Cork",A man in his 70s has died in a collision with a van in the car park of a football club on the outskirts of Cork city.,https://www.rte.ie/news/munster/2020/0926/1167678-cork-fatal-crash/,https://img.rasset.ie/00155e65-1600.jpg,2020-09-26T16:52:29Z,"A man in his 70s has died in a collision with a van in the car park of a football club on the outskirts of Cork city.
Gardaí say the accident happened at around 3.30pm.
It happened on the grounds o… [+628 chars]"
38,"{'id': 'ign', 'name': 'IGN'}",,21 Minutes of Monster Hunter Rise Dual Blades Gameplay | TGS 2020 - IGN,Check out these 21 minutes of dual-blade action with this gameplay video of Monster Hunter Rise!,https://www.ign.com/videos/21-minutes-of-monster-hunter-rise-dual-blades-gameplay-tgs-2020,https://assets1.ignimgs.com/thumbs/userUploaded/2020/9/26/rise-1-blogthumb-1601136862234.jpg?width=1280,2020-09-26T16:52:22.3178313Z,Did you enjoy this video?
39,"{'id': 'buzzfeed', 'name': 'Buzzfeed'}","[{""@type"":""Person"",""name"":""Allie Hayes"",""url"":""https://www.buzzfeed.com/alliehayes"",""jobTitle"":""BuzzFeed Staff""}]","13 Movie Fan Theories That Are So Mind-Blowing, They Deserve Some Kind Of Award","And none of them involve the sentence ""It was all a dream.""",https://www.buzzfeed.com/alliehayes/fan-theories-movies-sequel-reddit,"https://img.buzzfeed.com/buzzfeed-static/static/2020-09/16/16/enhanced/49f653424ccb/original-10752-1600273143-32.jpg?crop=3794:1992;0,0%26downsize=1250:*",2020-09-26T16:52:22.1928618Z,
40,"{'id': 'bbc-news', 'name': 'BBC News'}",BBC News,"Coronavirus: Madrid at serious risk without tougher rules, minister warns","Spain's health minister urges more restrictions in Madrid, stoking a political row as cases spike.",http://www.bbc.co.uk/news/world-europe-54309649,https://ichef.bbci.co.uk/news/1024/branded_news/1029B/production/_114630266_mediaitem114630254.jpg,2020-09-26T16:52:21.2555944Z,
41,"{'id': 'cbc-news', 'name': 'CBC News'}",CBC News,"Proud Boys rally prompts governor to declare weekend state of emergency in Portland, Ore. | CBC News","Thousands of supporters of the far-right Proud Boys group were expected in Portland, Ore., on Saturday as police prepared for clashes in a city that has become the epicentre of sometimes deadly political violence in the run-up to the Nov. 3 election.",http://www.cbc.ca/news/world/portland-proud-boys-rally-state-of-emergency-1.5740450,https://i.cbc.ca/1.5740452.1601134748!/fileImage/httpImage/image.JPG_gen/derivatives/16x9_620/global-race-protests-portland.JPG,2020-09-26T16:52:20.0996321Z,"Thousands of supporters of the far-right Proud Boys group were expected in Portland, Ore., on Saturday as police prepared for clashes in a city that has become the epicentre of sometimes deadly polit… [+3735 chars]"
42,"{'id': 'bleacher-report', 'name': 'Bleacher Report'}",Greg Swartz,"Building the 2020 All-NBA Playoff 1st, 2nd and 3rd Teams","With the  NBA  finally getting closer to the Finals, it's safe to select the all-playoff teams.   A combination of individual production, team success and how far the player has advanced in the playoffs helped decide who landed on each squad...",https://bleacherreport.com/articles/2910588-building-the-2020-all-nba-playoff-1st-2nd-and-3rd-teams,https://img.bleacherreport.net/img/slides/photos/004/411/900/hi-res-b506c16faa6183ccec775b2e7a43b6c6_crop_exact.jpg?w=1200&h=1200&q=75,2020-09-26T16:52:18Z,"Mark J. Terrill/Associated Press
Playoff Stats Per Game: 26.9 points, 4.9 rebounds, 6.6 assists, 51.0 FG%, 39.4 minutes, plus-1.1
Team Record: 9-9 (and counting)
Murray has arguably been the most … [+849 chars]"
43,"{'id': 'business-insider', 'name': 'Business Insider'}",John L. Dorman,John Legend: Americans may have to think about leaving if Trump wins - Business Insider,"In an interview with Cosmopolitan UK, John Legend opens up about the 2020 election, saying that he believes America ""is exhausted"" from Donald Trump.",http://www.businessinsider.com/john-legend-trump-election-americans-leaving-country-democracy-chrissy-teigen-2020-9,https://i.insider.com/5f6f4a2e74fe5b0018a8da59?width=1200&format=jpeg,2020-09-26T16:41:47Z,"In an interview with Cosmopolitan UK, John Legend says that Americans may have to think about leaving the country if President Trump is reelected to a second term.
""Every once in a while you think a… [+2242 chars]"
